,original,duplicate
191,655680,"{655680: 147.10158094458853, 598580: 66.36850389839493, 421511: 65.30768840970254, 442750: 62.470190088978455, 502419: 62.23970094553063}"
192,655695,"{655695: 127.0432050313395, 681143: 65.58226003699947, 713338: 64.69323290425378, 259642: 64.17936810825977, 269700: 63.89838857569669}"
193,655945,"{655945: 63.9978359773466, 657300: 54.32230965778295, 595409: 52.82229491350658, 589515: 52.44894424819314, 647121: 51.607076346567816}"
194,655948,"{655948: 171.34844012630865, 336817: 69.49838355811404, 504696: 65.75297015150294, 239177: 65.12257486330088, 311918: 64.7046698276651}"
195,656106,"{656106: 197.82589933352176, 250556: 78.68235203039758, 646555: 74.93970955041776, 273832: 72.15610102126278, 372473: 71.3985350457325}"
196,656192,"{656192: 161.03350668351413, 768672: 69.28906404397554, 478896: 67.63447353044396, 576213: 67.0319298193735, 664987: 63.91429008847796}"
197,656205,"{656205: 149.55634755526447, 874452: 31.922587906141853, 350979: 30.751383262406726, 417211: 30.422241647025945, 305413: 29.17273129347875}"
198,656235,"{656235: 115.9412797283016, 615052: 57.235415431114774, 638372: 57.13039065034992, 656206: 56.64978689100172, 653059: 56.42274753035398}"
199,656278,"{656278: 229.29191973000528, 609627: 184.652496022277, 656516: 177.16695900671235, 655542: 175.80934898488178, 645213: 171.7623045363925}"
200,656421,"{656421: 133.1145689322936, 740777: 37.39500720690636, 762157: 37.1380996343444, 594122: 35.315599066238754, 889853: 34.41480500498241}"
201,656433,"{656433: 175.9331042582291, 686484: 36.63381512998795, 655099: 34.37198018486874, 674161: 34.302647221750625, 664552: 32.21184235431021}"
202,656478,"{656478: 127.01771674632411, 628838: 69.11428132315947, 657623: 69.11428132315947, 566579: 68.18568830831022, 599538: 67.55213169939607}"
203,656491,"{656491: 148.4905642624504, 661346: 56.68381731021138, 457131: 51.970970173840875, 599700: 51.86318942541322, 268401: 51.212253329160134}"
204,656496,"{656496: 117.8196780273478, 598796: 60.23514697658259, 713115: 56.67844788304804, 366429: 56.2723303779784, 506533: 55.53623170132951}"
205,656570,"{656570: 147.22566359484244, 643712: 69.60771660688171, 296226: 67.68317397625397, 662249: 67.50811085729443, 462075: 67.37146165693075}"
206,656578,"{656578: 192.09598389400676, 655378: 83.0986741618465, 259396: 66.03543596118492, 654967: 65.0569169421466, 558259: 64.49176740197682}"
207,656581,"{656581: 203.84154230284523, 243578: 69.80285874169235, 861378: 69.73739220016421, 273832: 67.5031914974354, 628213: 66.65157423959555}"
208,656812,"{656812: 169.41298114579715, 298123: 66.38845742552182, 243406: 66.10964762875294, 285301: 65.64322860486273, 316505: 65.39116317245552}"
209,656887,"{656887: 113.04755028854012, 656842: 64.38840889291406, 417737: 57.62894347494287, 436447: 57.48950579834098, 656889: 56.89984562136102}"
210,656894,"{656894: 118.7786595371589, 599538: 70.66504310414881, 656263: 66.2675700718675, 606426: 65.3650991251561, 628838: 65.3650991251561}"
211,656931,"{656931: 128.2815149747449, 497536: 70.96992744475911, 250556: 70.94343367691835, 575091: 69.88602508379391, 664241: 69.4317959527514}"
212,656974,"{656974: 233.14580472279172, 609627: 181.464102016217, 656278: 179.52997792790933, 655542: 179.282316390193, 656516: 178.9203194261067}"
213,657048,"{657048: 205.95510109782347, 576213: 81.42550129136117, 596473: 78.35005653972975, 353976: 74.31634766089002, 638746: 74.30060792175537}"
214,657099,"{657099: 113.71295978263343, 245856: 55.22490242593388, 246403: 52.11548187214636, 640450: 51.85416071162459, 324932: 51.79767009372859}"
215,657131,"{657131: 64.55863250469052, 656273: 28.809490144153365, 658344: 27.318060234122086, 704180: 25.800693021949726, 640223: 25.259373489208496}"
216,657133,"{657133: 155.62604372489278, 801319: 69.09304010601706, 459986: 67.99038666250343, 288601: 66.36173831954154, 469264: 66.32490155934222}"
217,657157,"{657157: 142.42350560924345, 657159: 73.32383392335379, 452529: 67.92138471544882, 409586: 65.95679304675906, 268708: 64.82177310055928}"
218,657186,"{657186: 170.05112076600375, 623881: 80.427831366874, 599029: 77.26357414442052, 856324: 77.03131438958145, 633272: 75.98852713306295}"
219,657205,"{657205: 157.6863289040766, 613841: 59.0611259392189, 561096: 58.18805339392139, 404809: 56.91135300448507, 610644: 55.632834183370655}"
220,657217,"{657217: 231.48716337899728, 272958: 87.89575952746101, 473513: 86.33944992859351, 299108: 86.04774817926189, 545372: 84.8843010141133}"
221,657226,"{657226: 201.4754729204183, 650332: 85.22234727296993, 509011: 80.64906966295145, 409283: 79.15839469833145, 615502: 78.15351090196027}"
222,657284,"{657284: 108.49885120508043, 388847: 65.41497031265182, 459538: 61.20052442506327, 244698: 60.927068184765176, 621450: 60.15934802434235}"
223,657300,"{657300: 60.09577874977427, 620321: 55.37800786659532, 610324: 55.0263393406878, 655945: 53.56180225047245, 717515: 53.167273655422264}"
224,657425,"{657425: 144.46007944235927, 404516: 64.3037377654067, 560880: 63.43260853619344, 509605: 63.09947928250957, 539554: 62.993209448574675}"
225,657457,"{657457: 133.19538564038353, 650876: 68.16470433636334, 646399: 65.75075496302492, 646400: 65.75075496302492, 385874: 65.02348256635635}"
226,657552,"{657552: 162.38373417429233, 606931: 69.02294417969522, 408399: 68.75370635425853, 261908: 67.73950363263559, 519381: 66.81310313042266}"
227,657593,"{657593: 65.46693996958194, 359042: 25.619692645087724, 630079: 23.27129241692289, 178868: 23.102320501357237, 618641: 22.784338260356275}"
228,657596,"{657596: 52.782964966043295, 653142: 20.62800112893239, 769602: 20.031831744437568, 653140: 19.42219711023648, 666057: 19.16626453805218}"
229,657599,"{657599: 195.16031006016777, 666992: 77.00411724886713, 646301: 67.12233872650602, 621359: 66.15423204443388, 426426: 65.67630149803396}"
230,657623,"{628838: 69.11428132315947, 657623: 69.11428132315947, 566579: 68.18568830831022, 610637: 67.28171692686412, 634301: 67.28171692686412}"
231,657880,"{657880: 217.2421466537035, 640512: 78.09618451844766, 504161: 76.93481178683201, 258254: 75.75157134225205, 404597: 75.74267640605514}"
232,657886,"{657886: 107.00392923372603, 626976: 71.14780821341037, 611299: 63.13162735833909, 640677: 63.11852858949665, 644656: 62.028419932295}"
233,657940,"{657940: 132.45496985929313, 642883: 30.651027181524245, 859170: 27.375432218375614, 732442: 26.21715752388591, 432699: 24.779882209058858}"
234,658048,"{658048: 360.41015660826923, 543335: 76.7883888992937, 495459: 75.66587299948776, 503508: 75.10015664438515, 343176: 73.70902367445444}"
235,658160,"{658160: 180.7425188946122, 443426: 57.15107870212191, 300418: 55.520125120070546, 364902: 48.58885126806723, 823359: 47.08157202601603}"
236,658174,"{658174: 184.71566510564674, 434103: 82.4782790716184, 681233: 77.31041424336077, 504696: 76.43881569972196, 278452: 74.28951027357097}"
237,658204,"{658204: 188.8233609702958, 256241: 64.69925654009295, 433207: 63.07668427486918, 628779: 62.66870851423812, 666087: 62.25426028873799}"
238,658447,"{658447: 190.35060154564263, 244430: 64.03411326217885, 633494: 63.717161230283345, 599678: 63.60319597863791, 640966: 63.5041493639252}"
239,658449,"{658449: 108.7747894171627, 409749: 60.93227509600871, 460782: 58.548422088251314, 647609: 58.28440725309197, 618928: 58.03670592731049}"
240,658515,"{658515: 131.12738029599984, 567337: 123.0971947374067, 562643: 122.12245972287529, 565895: 121.79359997238818, 657305: 118.87819550777444}"
241,658531,"{658531: 165.82633417090625, 621648: 67.17820945882761, 582213: 66.35968821085716, 643712: 64.72745170589798, 625948: 64.00687079770942}"
242,658604,"{658604: 509.3367050771452, 658594: 177.18961804377335, 324978: 73.07364748160664, 359442: 68.4986219570592, 605012: 67.76372479366462}"
243,658752,"{658752: 140.50875809617992, 646061: 55.64251259643633, 348035: 55.436838592662546, 397953: 54.540125236241856, 261907: 53.93132951073323}"
244,658774,"{658774: 148.82094600039088, 613186: 69.13636027326287, 440746: 67.68629905552174, 647609: 67.2269043096377, 233450: 67.11853734923011}"
245,658782,"{658782: 133.61542071889176, 303564: 64.69777895859342, 575406: 63.783160583383236, 593617: 63.37664580794894, 637212: 62.88543346783139}"
246,658788,"{658788: 162.2340538988381, 420663: 69.51548713410244, 383339: 66.30132960701224, 524983: 64.33388873336055, 368287: 64.12808205247168}"
247,658824,"{658824: 202.93494447342206, 258951: 62.299921321644106, 844952: 61.65653316171691, 875014: 61.501569362945084, 334269: 59.64557679272264}"
248,658827,"{658827: 235.67517234804635, 658962: 144.33510333311884, 409749: 68.4221842989831, 246863: 67.87987866687213, 249549: 67.6184142169054}"
249,658843,"{658843: 91.61944760309106, 611031: 61.3900223936916, 517251: 61.33713605386265, 492743: 60.76285110121925, 527256: 60.719629907219904}"
250,658853,"{658853: 224.13727300505195, 595160: 64.3732822063519, 626548: 64.22317844632553, 611990: 63.17551593970896, 651442: 63.11306397617998}"
251,658861,"{658861: 99.9790242209825, 359783: 65.67135666243234, 647510: 65.06692007541983, 645020: 64.68979214832859, 658532: 64.26957595237381}"
252,658863,"{658863: 199.76788235804912, 644996: 77.0358075416605, 571873: 71.52802091971238, 493573: 69.5377052513952, 436750: 68.39717356935812}"
253,658918,"{658918: 157.73950170645838, 724206: 62.78134061979942, 426473: 61.75379465305639, 371625: 59.27755812782114, 367262: 59.05104320576808}"
254,658962,"{658962: 219.07808138466632, 658827: 130.7430577687152, 659543: 67.0549083347586, 411527: 66.13740165091518, 299037: 64.6994276933915}"
255,658980,"{658980: 116.6305829661077, 616737: 72.70975623110489, 666366: 72.31015873528344, 642688: 69.37659552937107, 642737: 65.57294126461957}"
256,658992,"{658992: 110.65895363034893, 524286: 51.05811170867432, 297961: 50.07991053119181, 490593: 48.69501338556019, 719347: 48.55631289871641}"
257,659079,"{659079: 139.0287531001684, 563337: 101.15402207670722, 647619: 74.84305007938198, 546699: 68.2124284776489, 504475: 67.39199021443582}"
258,659236,"{659236: 120.72595859887751, 659590: 99.086061015665, 637096: 98.4248121879224, 660415: 91.22747441778176, 543944: 86.00395082778591}"
259,659275,"{659275: 262.73722347982584, 649296: 71.61512525450134, 717115: 66.23822459116087, 659557: 65.09507393377496, 420100: 64.14571909159181}"
260,659298,"{659298: 186.49313938836056, 292321: 69.11350656041932, 287980: 67.68399486899078, 480712: 65.5094736497073, 517540: 65.2835894996404}"
261,659316,"{659316: 162.885752795981, 657012: 64.46536341643717, 755571: 64.3048785570188, 519394: 63.42843317703294, 542427: 63.10249540553979}"
262,659353,"{659353: 157.3752210032764, 573385: 68.81537545035447, 659573: 65.84386303826702, 302704: 64.4565079017697, 496130: 61.73166566919143}"
263,659548,"{659548: 139.37121010750772, 270050: 66.07099148459136, 653447: 63.94125814628941, 329981: 63.47819718382956, 301290: 62.56758030615629}"
264,659570,"{659570: 90.32151465971046, 509884: 53.56308956265093, 405122: 50.55180529875904, 623159: 50.07758846492692, 597753: 49.381506850024984}"
265,659584,"{659583: 163.112183762867, 659584: 163.112183762867, 659585: 144.45998588892988, 743689: 62.22349219270466, 399484: 61.92055385457357}"
266,659585,"{659585: 178.69389223595434, 659583: 163.112183762867, 659584: 163.112183762867, 722713: 73.6701411074474, 599538: 72.49134846604335}"
267,659590,"{659590: 110.00579634554603, 637096: 101.72460860183965, 659236: 94.79796856504146, 602760: 88.01159116316221, 578957: 86.91731479935567}"
268,659594,"{659594: 134.40977761015716, 612091: 30.82263781647682, 834730: 29.196895775021076, 613605: 28.714275166181913, 597458: 28.486690532618525}"
269,659607,"{659607: 124.89586829730138, 578508: 71.69125547486281, 668094: 69.34840791177221, 478896: 65.28523640260609, 644221: 65.16729120127637}"
270,659901,"{659901: 150.24219498469105, 587083: 43.97812761541851, 667916: 40.429075488615844, 648932: 35.888897697815906, 594441: 34.50728803682969}"
271,659923,"{659923: 106.06098084277886, 649526: 52.993090720406116, 895341: 47.46786534426433, 873517: 45.86937328232835, 233606: 45.692208595258215}"
272,659959,"{659959: 189.76555426356177, 304099: 69.92647306035025, 542427: 69.37883877872866, 244868: 67.65254291513767, 444049: 67.2476809569233}"
273,660172,"{660172: 205.76117268912753, 712444: 69.86776470740953, 813121: 67.84469079966811, 630608: 67.74067623408085, 292136: 65.21013296296876}"
274,660178,"{660178: 210.556191577034, 623049: 66.65881684492368, 497045: 52.82489150333452, 440763: 52.682595980604695, 278537: 52.1356248502407}"
275,660400,"{660400: 185.04098604425224, 660307: 75.60490856027894, 654295: 75.3343300883586, 628943: 71.56866262866268, 319351: 71.17089527106195}"
276,660407,"{660407: 107.6457863303765, 310041: 63.94462446075452, 296360: 61.68273384232617, 442272: 60.88978910658117, 435742: 60.455583354832946}"
277,660413,"{660413: 152.24722393057826, 659209: 71.8430063554044, 654029: 67.96381191911053, 310019: 64.29738959211616, 632667: 63.27245962120132}"
278,660449,"{660449: 174.55570306082072, 284996: 70.80479399377302, 272664: 68.73212726231654, 273827: 68.12866506500673, 636144: 67.91702007744661}"
279,660454,"{660454: 85.53911051885619, 653965: 50.07737690267632, 562154: 49.23226709357043, 612191: 47.65098718736782, 612192: 47.65098718736782}"
280,660460,"{660460: 173.28345029144177, 654546: 83.80632809397375, 418313: 77.5772271068554, 404347: 75.28964340831202, 606835: 75.15010120658253}"
281,660510,"{660510: 134.98184477244615, 347843: 64.58079881780215, 270242: 60.98036554133183, 248086: 60.47537628015789, 550503: 59.74323593367091}"
282,660515,"{660515: 226.20466430455312, 634449: 80.20897853883955, 351552: 78.14394930475193, 605012: 77.71670364896207, 273615: 76.5863422941612}"
283,660593,"{660593: 151.88571827537143, 269799: 65.50997082335029, 235138: 65.05180548297137, 378034: 63.24545885354792, 283694: 62.12123250530247}"
284,660611,"{660611: 92.32946665882578, 660614: 66.86805494314929, 234589: 50.92586333290625, 638189: 50.72656718812632, 575528: 50.302915761855324}"
285,660763,"{660763: 186.74341905237665, 375962: 63.65578241832745, 354406: 62.92304836606803, 254197: 61.4750536412445, 338682: 60.560933612221696}"
286,660767,"{660767: 139.5841297568741, 446001: 59.950397380541006, 387898: 59.234383832329016, 282765: 58.30194601667648, 396029: 57.936527745420655}"
287,660786,"{660786: 105.27114286781539, 654295: 62.997008576446966, 623603: 60.05375259746643, 624407: 59.142438488518714, 660307: 58.96345890884568}"
288,660832,"{660832: 130.15614505004123, 597920: 58.72602879040052, 361250: 51.74356162261826, 251194: 50.58961735131915, 665988: 48.84599438372528}"
289,660854,"{660854: 120.66503069686075, 316067: 61.75412666151003, 622213: 61.58232511067699, 269269: 60.543224039793046, 283715: 60.43619272123502}"
290,660881,"{660881: 152.758551375044, 662018: 71.90350471710373, 594193: 71.37635209246498, 640477: 70.67843188169176, 628838: 69.11428132315947}"
291,660921,"{660921: 177.85050851524935, 504714: 79.5729847672611, 340801: 76.10304294053672, 365712: 73.96275740381502, 606799: 73.37870450391884}"
292,661018,"{661018: 71.95209766287414, 644522: 50.17543523257352, 661887: 44.96624517918026, 261744: 44.93689476517445, 322466: 44.93689476517445}"
293,661097,"{661097: 151.24762480139344, 454972: 64.24069611912425, 390503: 62.77839518849076, 266967: 60.87208273156616, 524922: 60.32085095977379}"
294,661114,"{661114: 95.23113159582158, 650232: 51.48838721803493, 584942: 51.40581535157681, 405152: 50.17680712281118, 645789: 49.85862673440283}"
295,661147,"{661147: 118.86935926208078, 273192: 64.04201553362198, 688408: 63.704439881299294, 644345: 62.79775251169952, 503922: 61.942551462116235}"
296,661346,"{661346: 154.41714357552604, 662738: 69.89779629229031, 576650: 69.7781235599034, 628838: 69.11428132315947, 657623: 69.11428132315947}"
297,661422,"{661422: 125.98569990425908, 842670: 54.540178014194545, 680517: 52.231654787548806, 294465: 51.64699313720507, 330287: 50.38476230299479}"
298,661453,"{661453: 242.1378549124559, 399720: 70.77174701397094, 536939: 70.5704475972503, 276518: 70.31334777416214, 440194: 70.22030297246793}"
299,661516,"{661516: 118.95749618486039, 617758: 68.42860473978132, 447392: 67.21839949326697, 648713: 66.86726949510845, 533718: 64.53765416758667}"
300,661747,"{661747: 156.28153661817416, 663777: 56.653529365972766, 285860: 54.73118565203414, 313433: 53.35772647460292, 269522: 52.44013894460123}"
301,661780,"{661780: 131.90933811651368, 679722: 57.97481941790884, 866254: 54.666332123136385, 839766: 54.174625180539635, 843247: 53.0508024081347}"
